FullGeoName,Year,Travel status,County,Count,Legend,Notes
"MO, St Charles",2010 - 2023,All,29183,5,5 to 49,"MO, St. Charles County"
"MO, St Louis",2010 - 2023,All,29189,17,5 to 49,"MO, St. Louis County"
"MO, St Louis City",2010 - 2023,All,29510,5,5 to 49,"MO, St. Louis, City of"
"MT, Gallatin",2010 - 2023,All,30031,9,5 to 49,"MT, Gallatin County"
"MT, Missoula",2010 - 2023,All,30063,7,5 to 49,"MT, Missoula County"
"NE, Douglas",2010 - 2023,All,31055,8,5 to 49,"NE, Douglas County"
"NE, Lancaster",2010 - 2023,All,31109,7,5 to 49,"NE, Lancaster County"
"NE, Merrick",2010 - 2023,All,31121,7,5 to 49,"NE, Merrick County"
"NV, Clark",2010 - 2023,All,32003,29,5 to 49,"NV, Clark County"
"NV, Washoe",2010 - 2023,All,32031,9,5 to 49,"NV, Washoe County"
"NH, Hillsborough",2010 - 2023,All,33011,11,5 to 49,"NH, Hillsborough County"
"NH, Rockingham",2010 - 2023,All,33015,5,5 to 49,"NH, Rockingham County"
"NJ, Atlantic",2010 - 2023,All,34001,9,5 to 49,"NJ, Atlantic County"
"NJ, Burlington",2010 - 2023,All,34005,9,5 to 49,"NJ, Burlington County"
"NJ, Camden",2010 - 2023,All,34007,12,5 to 49,"NJ, Camden County"
"NJ, Cumberland",2010 - 2023,All,34011,12,5 to 49,"NJ, Cumberland County"
"NJ, Essex",2010 - 2023,All,34013,30,5 to 49,"NJ, Essex County"
"NJ, Gloucester",2010 - 2023,All,34015,5,5 to 49,"NJ, Gloucester County"
"NJ, Mercer",2010 - 2023,All,34021,28,5 to 49,"NJ, Mercer County"
"NJ, Monmouth",2010 - 2023,All,34025,30,5 to 49,"NJ, Monmouth County"
"NJ, Morris",2010 - 2023,All,34027,18,5 to 49,"NJ, Morris County"
"NJ, Ocean",2010 - 2023,All,34029,7,5 to 49,"NJ, Ocean County"
"NJ, Passaic",2010 - 2023,All,34031,36,5 to 49,"NJ, Passaic County"
"NJ, Somerset",2010 - 2023,All,34035,27,5 to 49,"NJ, Somerset County"
"NJ, Sussex",2010 - 2023,All,34037,6,5 to 49,"NJ, Sussex County"
"NJ, Union",2010 - 2023,All,34039,38,5 to 49,"NJ, Union County"
"NM, Bernalillo",2010 - 2023,All,35001,12,5 to 49,"NM, Bernalillo County"
"NY, Albany",2010 - 2023,All,36001,9,5 to 49,"NY, Albany County"
"NY, Dutchess",2010 - 2023,All,36027,12,5 to 49,"NY, Dutchess County"
"NY, Erie",2010 - 2023,All,36029,12,5 to 49,"NY, Erie County"
"NY, Monroe",2010 - 2023,All,36055,21,5 to 49,"NY, Monroe County"
"NY, Onondaga",2010 - 2023,All,36067,21,5 to 49,"NY, Onondaga County"
"NY, Orange",2010 - 2023,All,36071,16,5 to 49,"NY, Orange County"
"NY, Richmond",2010 - 2023,All,36085,28,5 to 49,"NY, Richmond County"
"NY, Rockland",2010 - 2023,All,36087,15,5 to 49,"NY, Rockland County"
"NC, Alamance",2010 - 2023,All,37001,5,5 to 49,"NC, Alamance County"
"NC, Buncombe",2010 - 2023,All,37021,10,5 to 49,"NC, Buncombe County"
"NC, Durham",2010 - 2023,All,37063,10,5 to 49,"NC, Durham County"
"NC, Forsyth",2010 - 2023,All,37067,7,5 to 49,"NC, Forsyth County"
"NC, Guilford",2010 - 2023,All,37081,10,5 to 49,"NC, Guilford County"
"NC, Mecklenburg",2010 - 2023,All,37119,16,5 to 49,"NC, Mecklenburg County"
"NC, New Hanover",2010 - 2023,All,37129,5,5 to 49,"NC, New Hanover County"
"NC, Orange",2010 - 2023,All,37135,10,5 to 49,"NC, Orange County"
"NC, Union",2010 - 2023,All,37179,5,5 to 49,"NC, Union County"
"NC, Wake",2010 - 2023,All,37183,28,5 to 49,"NC, Wake County"
"OH, Butler",2010 - 2023,All,39017,5,5 to 49,"OH, Butler County"
"OH, Cuyahoga",2010 - 2023,All,39035,20,5 to 49,"OH, Cuyahoga County"
"OH, Franklin",2010 - 2023,All,39049,20,5 to 49,"OH, Franklin County"
"OH, Hamilton",2010 - 2023,All,39061,10,5 to 49,"OH, Hamilton County"
"OH, Montgomery",2010 - 2023,All,39113,7,5 to 49,"OH, Montgomery County"
"OH, Summit",2010 - 2023,All,39153,6,5 to 49,"OH, Summit County"
"OK, Tulsa",2010 - 2023,All,40143,10,5 to 49,"OK, Tulsa County"
"OR, Deschutes",2010 - 2023,All,41017,6,5 to 49,"OR, Deschutes County"
"OR, Jackson",2010 - 2023,All,41029,5,5 to 49,"OR, Jackson County"
"OR, Marion",2010 - 2023,All,41047,9,5 to 49,"OR, Marion County"
"OR, Multnomah",2010 - 2023,All,41051,22,5 to 49,"OR, Multnomah County"
"OR, Washington",2010 - 2023,All,41067,14,5 to 49,"OR, Washington County"
"PA, Allegheny",2010 - 2023,All,42003,23,5 to 49,"PA, Allegheny County"
"PA, Berks",2010 - 2023,All,42011,9,5 to 49,"PA, Berks County"
"PA, Bucks",2010 - 2023,All,42017,11,5 to 49,"PA, Bucks County"
"PA, Centre",2010 - 2023,All,42027,6,5 to 49,"PA, Centre County"
"PA, Chester",2010 - 2023,All,42029,6,5 to 49,"PA, Chester County"
"PA, Cumberland",2010 - 2023,All,42041,6,5 to 49,"PA, Cumberland County"
"PA, Delaware",2010 - 2023,All,42045,18,5 to 49,"PA, Delaware County"
"PA, Lancaster",2010 - 2023,All,42071,14,5 to 49,"PA, Lancaster County"
"PA, Lehigh",2010 - 2023,All,42077,19,5 to 49,"PA, Lehigh County"
"PA, Montgomery",2010 - 2023,All,42091,30,5 to 49,"PA, Montgomery County"
"PA, Northampton",2010 - 2023,All,42095,10,5 to 49,"PA, Northampton County"
"PA, Philadelphia",2010 - 2023,All,42101,42,5 to 49,"PA, Philadelphia County"
"PA, York",2010 - 2023,All,42133,5,5 to 49,"PA, York County"
"RI, Kent",2010 - 2023,All,44003,6,5 to 49,"RI, Kent County"
"RI, Providence",2010 - 2023,All,44007,38,5 to 49,"RI, Providence County"
"SC, Charleston",2010 - 2023,All,45019,5,5 to 49,"SC, Charleston County"
"SC, Greenville",2010 - 2023,All,45045,8,5 to 49,"SC, Greenville County"
"SC, Lexington",2010 - 2023,All,45063,12,5 to 49,"SC, Lexington County"
"SC, Richland",2010 - 2023,All,45079,13,5 to 49,"SC, Richland County"
"SD, Minnehaha",2010 - 2023,All,46099,8,5 to 49,"SD, Minnehaha County"
"TN, Davidson",2010 - 2023,All,47037,9,5 to 49,"TN, Davidson County"
"TN, Greene",2010 - 2023,All,47059,6,5 to 49,"TN, Greene County"
"TN, Hamilton",2010 - 2023,All,47065,8,5 to 49,"TN, Hamilton County"
"TN, Knox",2010 - 2023,All,47093,7,5 to 49,"TN, Knox County"
"TN, Rutherford",2010 - 2023,All,47149,7,5 to 49,"TN, Rutherford County"
"TN, Shelby",2010 - 2023,All,47157,7,5 to 49,"TN, Shelby County"
"TN, Williamson",2010 - 2023,All,47187,8,5 to 49,"TN, Williamson County"
"TX, Bexar",2010 - 2023,All,48029,29,5 to 49,"TX, Bexar County"
"TX, Brazoria",2010 - 2023,All,48039,7,5 to 49,"TX, Brazoria County"
"TX, Cameron",2010 - 2023,All,48061,47,5 to 49,"TX, Cameron County"
"TX, Collin",2010 - 2023,All,48085,38,5 to 49,"TX, Collin County"
"TX, Denton",2010 - 2023,All,48121,18,5 to 49,"TX, Denton County"
"TX, El Paso",2010 - 2023,All,48141,8,5 to 49,"TX, El Paso County"
"TX, Fort Bend",2010 - 2023,All,48157,27,5 to 49,"TX, Fort Bend County"
"TX, Galveston",2010 - 2023,All,48167,6,5 to 49,"TX, Galveston County"
"TX, Hays",2010 - 2023,All,48209,5,5 to 49,"TX, Hays County"
"TX, Hidalgo",2010 - 2023,All,48215,42,5 to 49,"TX, Hidalgo County"
"TX, Maverick",2010 - 2023,All,48323,8,5 to 49,"TX, Maverick County"
"TX, Montgomery",2010 - 2023,All,48339,12,5 to 49,"TX, Montgomery County"
"TX, Nueces",2010 - 2023,All,48355,5,5 to 49,"TX, Nueces County"
"TX, Tarrant",2010 - 2023,All,48439,34,5 to 49,"TX, Tarrant County"
"TX, Travis",2010 - 2023,All,48453,49,5 to 49,"TX, Travis County"
"TX, Webb",2010 - 2023,All,48479,16,5 to 49,"TX, Webb County"
"TX, Williamson",2010 - 2023,All,48491,12,5 to 49,"TX, Williamson County"
"UT, Davis",2010 - 2023,All,49011,6,5 to 49,"UT, Davis County"
"UT, Salt Lake",2010 - 2023,All,49035,30,5 to 49,"UT, Salt Lake County"
"UT, Utah",2010 - 2023,All,49049,5,5 to 49,"UT, Utah County"
"VT, Chittenden",2010 - 2023,All,50007,13,5 to 49,"VT, Chittenden County"
"VA, Albemarle",2010 - 2023,All,51003,5,5 to 49,"VA, Albemarle County"
"VA, Arlington",2010 - 2023,All,51013,19,5 to 49,"VA, Arlington County"
"VA, Loudoun",2010 - 2023,All,51107,37,5 to 49,"VA, Loudoun County"
"VA, Prince William",2010 - 2023,All,51153,14,5 to 49,"VA, Prince William County"
"VA, Alexandria City",2010 - 2023,All,51510,8,5 to 49,"VA, Alexandria, City of"
"VA, Virginia Beach City",2010 - 2023,All,51810,6,5 to 49,"VA, Virginia Beach, City of"
"WA, Clark",2010 - 2023,All,53011,8,5 to 49,"WA, Clark County"
"WA, Kitsap",2010 - 2023,All,53035,6,5 to 49,"WA, Kitsap County"
"WA, Pierce",2010 - 2023,All,53053,21,5 to 49,"WA, Pierce County"
"WA, Skagit",2010 - 2023,All,53057,5,5 to 49,"WA, Skagit County"
"WA, Snohomish",2010 - 2023,All,53061,23,5 to 49,"WA, Snohomish County"
"WA, Spokane",2010 - 2023,All,53063,6,5 to 49,"WA, Spokane County"
"WA, Thurston",2010 - 2023,All,53067,6,5 to 49,"WA, Thurston County"
"WA, Yakima",2010 - 2023,All,53077,7,5 to 49,"WA, Yakima County"
"WI, Dane",2010 - 2023,All,55025,39,5 to 49,"WI, Dane County"
"WI, Milwaukee",2010 - 2023,All,55079,20,5 to 49,"WI, Milwaukee County"
"WI, Outagamie",2010 - 2023,All,55087,5,5 to 49,"WI, Outagamie County"
"WI, Walworth",2010 - 2023,All,55127,6,5 to 49,"WI, Walworth County"
"WI, Waukesha",2010 - 2023,All,55133,14,5 to 49,"WI, Waukesha County"
,2010 - 2023,All,64000,8,5 to 49,"FM, Unk"
"GU, Guam",2010 - 2023,All,66010,33,5 to 49,"GU, Guam"
"PR, Aibonito",2010 - 2023,All,72009,17,5 to 49,"PR, Aibonito Municipality"
"PR, Barranquitas",2010 - 2023,All,72019,28,5 to 49,"PR, Barranquitas Municipality"
"PR, Ceiba",2010 - 2023,All,72037,43,5 to 49,"PR, Ceiba Municipality"
"PR, Cidra",2010 - 2023,All,72041,45,5 to 49,"PR, Cidra Municipality"
"PR, Culebra",2010 - 2023,All,72049,27,5 to 49,"PR, Culebra Municipality"
"PR, Vieques",2010 - 2023,All,72147,14,5 to 49,"PR, Vieques Municipality"
"VI, St. John",2010 - 2023,All,78020,39,5 to 49,"VI, Saint John Island"
"AZ, Maricopa",2010 - 2023,All,04013,128,50 to 249,"AZ, Maricopa County"
"AZ, Yuma",2010 - 2023,All,04027,72,50 to 249,"AZ, Yuma County"
"CA, Alameda",2010 - 2023,All,06001,124,50 to 249,"CA, Alameda County"
"CA, Contra Costa",2010 - 2023,All,06013,64,50 to 249,"CA, Contra Costa County"
"CA, Orange",2010 - 2023,All,06059,133,50 to 249,"CA, Orange County"
"CA, San Diego",2010 - 2023,All,06073,138,50 to 249,"CA, San Diego County"
"CA, San Francisco",2010 - 2023,All,06075,60,50 to 249,"CA, San Francisco, City and County of"
"CA, San Mateo",2010 - 2023,All,06081,74,50 to 249,"CA, San Mateo County"
"CA, Santa Clara",2010 - 2023,All,06085,185,50 to 249,"CA, Santa Clara County"
"DC, Washington",2010 - 2023,All,11001,52,50 to 249,"DC, District of Columbia"
"FL, Hillsborough",2010 - 2023,All,12057,183,50 to 249,"FL, Hillsborough County"
"FL, Lee",2010 - 2023,All,12071,72,50 to 249,"FL, Lee County"
"FL, Monroe",2010 - 2023,All,12087,136,50 to 249,"FL, Monroe County"
"FL, Orange",2010 - 2023,All,12095,101,50 to 249,"FL, Orange County"
"FL, Palm Beach",2010 - 2023,All,12099,165,50 to 249,"FL, Palm Beach County"
"HI, Honolulu",2010 - 2023,All,15003,85,50 to 249,"HI, Honolulu, City and County of"
"IL, Cook",2010 - 2023,All,17031,185,50 to 249,"IL, Cook County"
"MA, Suffolk",2010 - 2023,All,25025,55,50 to 249,"MA, Suffolk County"
"MN, Hennepin",2010 - 2023,All,27053,68,50 to 249,"MN, Hennepin County"
"NJ, Bergen",2010 - 2023,All,34003,54,50 to 249,"NJ, Bergen County"
"NJ, Hudson",2010 - 2023,All,34017,74,50 to 249,"NJ, Hudson County"
"NJ, Middlesex",2010 - 2023,All,34023,72,50 to 249,"NJ, Middlesex County"
"NY, Kings",2010 - 2023,All,36047,222,50 to 249,"NY, Kings County"
"NY, Nassau",2010 - 2023,All,36059,82,50 to 249,"NY, Nassau County"
"NY, Queens",2010 - 2023,All,36081,243,50 to 249,"NY, Queens County"
"NY, Suffolk",2010 - 2023,All,36103,56,50 to 249,"NY, Suffolk County"
"NY, Westchester",2010 - 2023,All,36119,83,50 to 249,"NY, Westchester County"
"TX, Dallas",2010 - 2023,All,48113,69,50 to 249,"TX, Dallas County; In 2023, The county of acquisition for the Dallas, TX case was Val Verde County."
"TX, Harris",2010 - 2023,All,48201,94,50 to 249,"TX, Harris County"
"VA, Fairfax",2010 - 2023,All,51059,69,50 to 249,"VA, Fairfax County"
"WA, King",2010 - 2023,All,53033,116,50 to 249,"WA, King County"
,2010 - 2023,All,64060,50,50 to 249,"FM, Yap"
,2010 - 2023,All,70001,72,50 to 249,"PW, Unk"
"PR, Adjuntas",2010 - 2023,All,72001,169,50 to 249,"PR, Adjuntas Municipality"
"PR, Aguas Buenas",2010 - 2023,All,72007,75,50 to 249,"PR, Aguas Buenas Municipality"
"PR, Arroyo",2010 - 2023,All,72015,229,50 to 249,"PR, Arroyo Municipality"
"PR, Barceloneta",2010 - 2023,All,72017,114,50 to 249,"PR, Barceloneta Municipality"
"PR, Cayey",2010 - 2023,All,72035,85,50 to 249,"PR, Cayey Municipality"
"PR, Ciales Municipality",2010 - 2023,All,72039,120,50 to 249,"PR, Ciales Municipality"
"PR, Coamo",2010 - 2023,All,72043,160,50 to 249,"PR, Coamo Municipality"
"PR, Comerio",2010 - 2023,All,72045,84,50 to 249,"PR, Comerio Municipality"
"PR, Dorado",2010 - 2023,All,72051,247,50 to 249,"PR, Dorado Municipality"
"PR, Fajardo",2010 - 2023,All,72053,164,50 to 249,"PR, Fajardo Municipality"
"PR, Florida",2010 - 2023,All,72054,109,50 to 249,"PR, Florida Municipality"
"PR, Guanica",2010 - 2023,All,72055,125,50 to 249,"PR, Guanica Municipality"
"PR, Guayanilla",2010 - 2023,All,72059,153,50 to 249,"PR, Guayanilla Municipality"
"PR, Gurabo",2010 - 2023,All,72063,238,50 to 249,"PR, Gurabo Municipality"
"PR, Hormigueros",2010 - 2023,All,72067,137,50 to 249,"PR, Hormigueros Municipality"
"PR, Jayuya",2010 - 2023,All,72073,151,50 to 249,"PR, Jayuya Municipality"
"PR, Lajas",2010 - 2023,All,72079,180,50 to 249,"PR, Lajas Municipality"
"PR, Las Marias",2010 - 2023,All,72083,157,50 to 249,"PR, Las Marias Municipality"
"PR, Las Piedras",2010 - 2023,All,72085,244,50 to 249,"PR, Las Piedras Municipality"
"PR, Loiza",2010 - 2023,All,72087,76,50 to 249,"PR, Loiza Municipality"
"PR, Luquillo",2010 - 2023,All,72089,100,50 to 249,"PR, Luquillo Municipality"
"PR, Maricao",2010 - 2023,All,72093,104,50 to 249,"PR, Maricao Municipality"
"PR, Maunabo",2010 - 2023,All,72095,120,50 to 249,"PR, Maunabo Municipality"
"PR, Morovis",2010 - 2023,All,72101,234,50 to 249,"PR, Morovis Municipality"
"PR, Nabuabo",2010 - 2023,All,72103,129,50 to 249,"PR, Naguabo Municipality"
"PR, Orocovis",2010 - 2023,All,72107,88,50 to 249,"PR, Orocovis Municipality"
"PR, Penuelas",2010 - 2023,All,72111,185,50 to 249,"PR, Penuelas Municipality"
"PR, Sabana Grande",2010 - 2023,All,72121,152,50 to 249,"PR, Sabana Grande Municipality"
"PR, San Lorenzo",2010 - 2023,All,72129,206,50 to 249,"PR, San Lorenzo Municipality"
"PR, Santa Isabel",2010 - 2023,All,72133,166,50 to 249,"PR, Santa Isabel Municipality"
"PR, Vega Alta",2010 - 2023,All,72143,183,50 to 249,"PR, Vega Alta Municipality"
"PR, Villalba",2010 - 2023,All,72149,226,50 to 249,"PR, Villalba Municipality"
"PR, Yabucoa",2010 - 2023,All,72151,213,50 to 249,"PR, Yabucoa Municipality"
"PR, Yauco",2010 - 2023,All,72153,146,50 to 249,"PR, Yauco Municipality"
"VI, St. Croix",2010 - 2023,All,78010,232,50 to 249,"VI, Saint Croix Island"
"VI, St. Thomas",2010 - 2023,All,78030,82,50 to 249,"VI, Saint Thomas Island"
"CA, Los Angeles",2010 - 2023,All,06037,399,250+,"CA, Los Angeles County"
"FL, Broward",2010 - 2023,All,12011,271,250+,"FL, Broward County"
"FL, Miami-Dade",2010 - 2023,All,12086,1799,250+,"FL, Miami-Dade County"
"HI, Hawaii",2010 - 2023,All,15001,267,250+,"HI, Hawaii County"
"NY, Bronx",2010 - 2023,All,36005,253,250+,"NY, Bronx County"
"NY, New York",2010 - 2023,All,36061,336,250+,"NY, New York County"
"AS, Eastern District",2010 - 2023,All,60010,275,250+,"AS, Eastern District"
"AS, Tutuila",2010 - 2023,All,60050,385,250+,"AS, Western District"
"PR, Aguada",2010 - 2023,All,72003,708,250+,"PR, Aguada Municipality"
"PR, Aguadilla",2010 - 2023,All,72005,661,250+,"PR, Aguadilla Municipality"
"PR, Anasco",2010 - 2023,All,72011,440,250+,"PR, Anasco Municipality"
"PR, Arecibo",2010 - 2023,All,72013,1073,250+,"PR, Arecibo Municipality"
"PR, Bayamon",2010 - 2023,All,72021,2270,250+,"PR, Bayamon Municipality"
"PR, Cabo Rojo",2010 - 2023,All,72023,595,250+,"PR, Cabo Rojo Municipality"
"PR, Caguas",2010 - 2023,All,72025,869,250+,"PR, Caguas Municipality"
"PR, Camuy",2010 - 2023,All,72027,406,250+,"PR, Camuy Municipality"
"PR, Canovanas",2010 - 2023,All,72029,293,250+,"PR, Canovanas Municipality"
"PR, Carolina",2010 - 2023,All,72031,1617,250+,"PR, Carolina Municipality"
"PR, Catano",2010 - 2023,All,72033,363,250+,"PR, Catano Municipality"
"PR, Corozal",2010 - 2023,All,72047,344,250+,"PR, Corozal Municipality"
"PR, Guayama",2010 - 2023,All,72057,448,250+,"PR, Guayama Municipality"
"PR, Guaynabo",2010 - 2023,All,72061,838,250+,"PR, Guaynabo Municipality"
"PR, Hatillo",2010 - 2023,All,72065,393,250+,"PR, Hatillo Municipality"
"PR, Humacao Municipality",2010 - 2023,All,72069,349,250+,"PR, Humacao Municipality"
"PR, Isabela",2010 - 2023,All,72071,558,250+,"PR, Isabela Municipality"
"PR, Juana Diaz",2010 - 2023,All,72075,317,250+,"PR, Juana Diaz Municipality"
"PR, Juncos",2010 - 2023,All,72077,354,250+,"PR, Juncos Municipality"
"PR, Lares",2010 - 2023,All,72081,453,250+,"PR, Lares Municipality"
"PR, Manati",2010 - 2023,All,72091,252,250+,"PR, Manati Municipality"
"PR, Mayaguez",2010 - 2023,All,72097,1258,250+,"PR, Mayaguez Municipality"
"PR, Moca",2010 - 2023,All,72099,630,250+,"PR, Moca Municipality"
"PR, Naranjito",2010 - 2023,All,72105,265,250+,"PR, Naranjito Municipality"
"PR, Patillas",2010 - 2023,All,72109,540,250+,"PR, Patillas Municipality"
"PR, Ponce",2010 - 2023,All,72113,1349,250+,"PR, Ponce Municipality"
"PR, Quebradillas",2010 - 2023,All,72115,380,250+,"PR, Quebradillas Municipality"
"PR, Rincon",2010 - 2023,All,72117,446,250+,"PR, Rincon Municipality"
"PR, Rio Grande",2010 - 2023,All,72119,301,250+,"PR, Rio Grande Municipality"
"PR, Salinas",2010 - 2023,All,72123,319,250+,"PR, Salinas Municipality"
"PR, San German",2010 - 2023,All,72125,305,250+,"PR, San German Municipality"
"PR, San Juan",2010 - 2023,All,72127,4234,250+,"PR, San Juan Municipality"
"PR, San Sabastian",2010 - 2023,All,72131,650,250+,"PR, San Sebastian Municipality"
"PR, Toa Alta",2010 - 2023,All,72135,599,250+,"PR, Toa Alta Municipality"
"PR, Toa Baja",2010 - 2023,All,72137,724,250+,"PR, Toa Baja Municipality"
"PR, Trujillo Alto",2010 - 2023,All,72139,733,250+,"PR, Trujillo Alto Municipality"
"PR, Utuado",2010 - 2023,All,72141,302,250+,"PR, Utuado Municipality"
"PR, Vega Baja",2010 - 2023,All,72145,414,250+,"PR, Vega Baja Municipality"